Trans_ID,Date,Store_ID,Product_ID,Customer_ID,Quantity,Total_Revenue,Unit_Cost,Category_Name,Avg_Region_Shipping_Cost,Shipping_Cost,Marketing_Cost,cat_monthly_sales,Net_Profit
3753,2023-06-07 14:55:00,2.0,101,227,1,260000.0,167880.0,Computers,541.75,541.75,1790.064935064935,77,89788.18506493507
3754,2023-12-14 15:15:00,2.0,126,350,1,24000.0,17991.0,Audio,488.0,488.0,601.2765957446809,141,4919.723404255319
3755,2023-01-28 18:24:00,7.0,125,1121,1,4500.0,3086.0,Audio,992.3333333333334,992.3333333333334,522.5431034482758,116,-100.87643678160919
3756,2025-11-14 09:25:00,3.0,121,765,3,2400.0,526.0,Smartphones,650.05,650.05,1621.5697674418604,258,-1449.6197674418604
3757,2023-09-18 16:44:00,5.0,137,797,3,6600.0,1422.0,Printers,488.0,488.0,839.431279620853,211,1006.568720379147
3758,2025-10-27 20:55:00,7.0,119,633,1,2800.0,1695.0,Smartphones,541.75,541.75,0.0,286,563.25
3759,2025-05-24 18:52:00,2.0,111,61,1,185000.0,117065.0,Smartphones,488.0,488.0,659.0415335463259,313,66787.95846645367
3760,2025-05-01 12:57:00,11.0,120,453,2,3000.0,1029.0,Smartphones,488.0,488.0,659.0415335463259,313,-205.04153354632592
3761,2024-10-09 19:45:00,11.0,105,810,1,85000.0,52017.0,Computers,992.3333333333334,992.3333333333334,1409.234693877551,98,30581.431972789116
3762,2025-10-05 17:26:00,3.0,118,945,5,17500.0,2473.0,Smartphones,541.75,541.75,0.0,286,4593.25
3763,2024-06-19 19:03:00,4.0,127,488,1,9500.0,6907.0,Audio,992.3333333333334,992.3333333333334,311.0,135,1289.6666666666665
3764,2025-09-11 10:45:00,7.0,126,20,1,24000.0,17991.0,Audio,992.3333333333334,992.3333333333334,437.4,150,4579.266666666667
3765,2024-10-30 10:06:00,8.0,127,331,1,9500.0,6907.0,Audio,992.3333333333334,992.3333333333334,422.65384615384613,130,1178.0128205128203
3766,2023-09-14 13:16:00,8.0,119,301,2,5600.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,1242.84375,320,-25.177083333333485
3767,2024-06-20 15:38:00,5.0,107,291,1,65000.0,40453.0,Computers,488.0,488.0,2041.6666666666667,81,22017.333333333332
3768,2024-09-27 10:03:00,8.0,120,1055,3,4500.0,1029.0,Smartphones,488.0,488.0,925.591054313099,313,-0.5910543130989936
3769,2025-01-08 11:43:00,4.0,126,537,1,24000.0,17991.0,Audio,488.0,488.0,447.3305084745763,118,5073.669491525424
3770,2025-12-04 18:45:00,5.0,120,15,1,1500.0,1029.0,Smartphones,488.0,488.0,1337.5384615384614,325,-1354.5384615384614
3771,2024-03-24 16:35:00,1.0,121,175,3,2400.0,526.0,Smartphones,541.75,541.75,1170.989010989011,273,-890.7390109890109
3772,2024-05-27 20:38:00,2.0,133,84,1,45000.0,32905.0,Printers,488.0,488.0,842.1428571428571,189,10764.857142857143
3773,2024-10-31 18:43:00,10.0,132,534,1,38000.0,23961.0,Printers,488.0,488.0,998.8439306358382,173,12552.156069364162
3774,2025-09-30 13:33:00,3.0,118,223,1,3500.0,2473.0,Smartphones,488.0,488.0,1079.5921450151056,331,-540.5921450151056
3775,2023-05-03 09:12:00,3.0,110,53,1,24000.0,15039.0,Computers,488.0,488.0,1852.8260869565217,69,6620.173913043478
3776,2024-02-10 09:53:00,1.0,118,1170,1,3500.0,2473.0,Smartphones,488.0,488.0,1371.3962264150944,265,-832.3962264150944
3777,2024-10-10 20:25:00,7.0,119,650,2,5600.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,1352.5763358778627,262,-134.90966921119616
3778,2025-04-07 16:46:00,11.0,121,95,2,1600.0,526.0,Smartphones,488.0,488.0,794.3023255813954,258,-734.3023255813954
3779,2025-12-08 10:49:00,9.0,109,678,1,42000.0,31127.0,Computers,488.0,488.0,0.0,108,10385.0
3780,2023-03-05 09:33:00,5.0,119,737,1,2800.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,931.9879518072289,249,-819.3212851405623
3781,2023-04-19 14:21:00,3.0,118,486,1,3500.0,2473.0,Smartphones,488.0,488.0,1542.621951219512,246,-1003.6219512195121
3782,2024-12-22 14:41:00,8.0,125,838,5,22500.0,3086.0,Audio,992.3333333333334,992.3333333333334,289.7770700636943,157,5787.889596602972
3783,2025-04-21 18:35:00,7.0,119,94,2,5600.0,1695.0,Smartphones,541.75,541.75,794.3023255813954,258,873.9476744186046
3784,2025-10-13 15:51:00,3.0,112,1006,1,38000.0,25796.0,Smartphones,992.3333333333334,992.3333333333334,0.0,286,11211.666666666666
3785,2025-11-27 17:06:00,3.0,120,420,3,4500.0,1029.0,Smartphones,992.3333333333334,992.3333333333334,1621.5697674418604,258,-1200.9031007751937
3786,2023-10-05 16:41:00,7.0,125,719,3,13500.0,3086.0,Audio,541.75,541.75,406.2616822429907,107,3293.988317757009
3787,2023-04-10 10:07:00,4.0,137,256,1,2200.0,1422.0,Printers,992.3333333333334,992.3333333333334,1197.295081967213,183,-1411.6284153005463
3788,2024-01-08 09:38:00,4.0,119,528,1,2800.0,1695.0,Smartphones,488.0,488.0,0.0,301,617.0
3789,2023-05-13 13:00:00,6.0,120,317,3,4500.0,1029.0,Smartphones,488.0,488.0,650.1869158878504,321,274.81308411214957
3790,2025-12-03 10:57:00,8.0,119,1165,2,5600.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,1337.5384615384614,325,-119.87179487179492
3791,2023-11-20 19:06:00,3.0,136,797,2,5000.0,1606.0,Printers,488.0,488.0,1752.4038461538462,156,-452.4038461538462
3792,2024-09-06 14:55:00,1.0,119,286,5,14000.0,1695.0,Smartphones,650.05,650.05,925.591054313099,313,3949.358945686901
3793,2023-10-17 14:14:00,11.0,120,627,2,3000.0,1029.0,Smartphones,992.3333333333334,992.3333333333334,1183.7258687258686,259,-1234.059202059202
3794,2023-03-09 13:31:00,11.0,111,425,1,185000.0,117065.0,Smartphones,541.75,541.75,931.9879518072289,249,66461.26204819277
3795,2023-07-16 19:49:00,8.0,106,282,1,320000.0,198987.0,Computers,541.75,541.75,2432.1774193548385,62,118039.07258064517
3796,2024-04-14 20:07:00,3.0,127,772,1,9500.0,6907.0,Audio,541.75,541.75,315.873786407767,103,1735.376213592233
3797,2023-07-30 16:58:00,5.0,124,641,1,48000.0,33033.0,Audio,992.3333333333334,992.3333333333334,521.5909090909091,104,13453.075757575756
3798,2023-06-20 16:40:00,4.0,129,1086,1,68000.0,46007.0,Cameras,650.05,650.05,1447.7586206896551,29,19895.191379310345
3799,2024-02-17 19:59:00,10.0,124,1131,1,48000.0,33033.0,Audio,992.3333333333334,992.3333333333334,496.5652173913044,115,13478.101449275362
3800,2025-03-31 15:34:00,6.0,121,542,3,2400.0,526.0,Smartphones,488.0,488.0,687.234375,320,-353.234375
3801,2025-12-26 20:11:00,6.0,137,727,1,2200.0,1422.0,Printers,541.75,541.75,1435.523560209424,191,-1199.273560209424
3802,2024-09-10 19:53:00,3.0,125,758,1,4500.0,3086.0,Audio,541.75,541.75,212.14285714285714,140,660.1071428571429
3803,2024-12-14 17:27:00,6.0,124,659,1,48000.0,33033.0,Audio,992.3333333333334,992.3333333333334,289.7770700636943,157,13684.889596602972
3804,2023-10-03 14:01:00,4.0,128,565,1,58000.0,37743.0,Cameras,650.05,650.05,2299.21875,32,17307.73125
3805,2025-09-13 20:49:00,4.0,126,754,1,24000.0,17991.0,Audio,488.0,488.0,437.4,150,5083.6
3806,2024-02-02 10:56:00,1.0,136,547,1,2500.0,1606.0,Printers,541.75,541.75,1321.875,192,-969.625
3807,2023-12-18 18:08:00,1.0,108,977,1,48000.0,31082.0,Computers,541.75,541.75,1753.6893203883494,103,14622.56067961165
3808,2023-07-03 14:19:00,2.0,131,374,1,360000.0,218747.0,Cameras,488.0,488.0,2225.4545454545455,33,138539.54545454544
3809,2023-08-01 12:37:00,1.0,125,334,1,4500.0,3086.0,Audio,650.05,650.05,217.5,126,546.45
3810,2025-06-27 09:49:00,5.0,120,32,1,1500.0,1029.0,Smartphones,992.3333333333334,992.3333333333334,1282.764705882353,255,-1804.0980392156862
3811,2023-11-25 09:29:00,5.0,130,831,1,130000.0,83075.0,Cameras,992.3333333333334,992.3333333333334,3346.875,24,42585.791666666664
3812,2025-01-06 16:03:00,2.0,135,763,1,12000.0,8606.0,Printers,992.3333333333334,992.3333333333334,1524.4736842105262,171,877.1929824561403
3813,2025-04-12 10:46:00,2.0,108,599,1,48000.0,31082.0,Computers,541.75,541.75,2015.5078125,80,14360.7421875
3814,2023-11-18 17:12:00,1.0,137,595,2,4400.0,1422.0,Printers,488.0,488.0,1752.4038461538462,156,-684.4038461538462
3815,2024-02-28 18:57:00,1.0,136,354,3,7500.0,1606.0,Printers,541.75,541.75,1321.875,192,818.375
3816,2024-06-08 19:03:00,7.0,120,664,3,4500.0,1029.0,Smartphones,541.75,541.75,868.448275862069,261,2.8017241379310462
3817,2025-04-04 16:27:00,3.0,101,751,1,260000.0,167880.0,Computers,488.0,488.0,2015.5078125,80,89616.4921875
3818,2025-12-11 18:50:00,1.0,118,969,1,3500.0,2473.0,Smartphones,992.3333333333334,992.3333333333334,1337.5384615384614,325,-1302.871794871795
3819,2023-06-07 15:52:00,4.0,136,1050,3,7500.0,1606.0,Printers,488.0,488.0,1482.5892857142858,168,711.4107142857142
3820,2023-10-28 14:57:00,3.0,125,918,2,9000.0,3086.0,Audio,541.75,541.75,406.2616822429907,107,1879.9883177570093
3821,2023-01-26 10:49:00,10.0,119,982,2,5600.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,1019.9466192170819,281,197.72004744958463
3822,2024-09-08 14:14:00,2.0,119,462,2,5600.0,1695.0,Smartphones,541.75,541.75,925.591054313099,313,742.658945686901
3823,2023-03-21 10:36:00,9.0,118,338,1,3500.0,2473.0,Smartphones,488.0,488.0,931.9879518072289,249,-392.9879518072289
3824,2023-03-31 14:26:00,2.0,120,577,3,4500.0,1029.0,Smartphones,541.75,541.75,931.9879518072289,249,-60.73795180722891
3825,2023-05-13 10:23:00,3.0,137,76,2,4400.0,1422.0,Printers,650.05,650.05,1447.8370786516855,178,-541.8870786516854
3826,2023-05-23 13:11:00,6.0,136,848,5,12500.0,1606.0,Printers,992.3333333333334,992.3333333333334,1447.8370786516855,178,2029.829588014981
3827,2025-08-06 13:56:00,3.0,137,310,5,11000.0,1422.0,Printers,488.0,488.0,973.8202247191011,178,2428.179775280899
3828,2023-01-15 15:35:00,3.0,118,1119,1,3500.0,2473.0,Smartphones,488.0,488.0,1019.9466192170819,281,-480.9466192170819
3829,2025-10-17 20:00:00,5.0,120,1179,2,3000.0,1029.0,Smartphones,488.0,488.0,0.0,286,454.0
3830,2025-10-20 16:27:00,10.0,114,615,1,75000.0,53367.0,Smartphones,650.05,650.05,0.0,286,20982.95
3831,2025-07-25 15:00:00,10.0,118,558,3,10500.0,2473.0,Smartphones,650.05,650.05,1375.8510638297873,282,1055.0989361702125
3832,2024-05-21 10:17:00,10.0,113,303,1,58000.0,37157.0,Smartphones,488.0,488.0,729.0,300,19626.0
3833,2023-01-02 19:15:00,4.0,118,1015,5,17500.0,2473.0,Smartphones,541.75,541.75,1019.9466192170819,281,3573.303380782918
3834,2024-11-06 12:51:00,4.0,136,826,3,7500.0,1606.0,Printers,541.75,541.75,0.0,157,2140.25
3835,2024-12-18 18:33:00,1.0,135,1145,1,12000.0,8606.0,Printers,488.0,488.0,1616.590909090909,198,1289.409090909091
3836,2025-08-06 20:09:00,3.0,136,51,1,2500.0,1606.0,Printers,488.0,488.0,973.8202247191011,178,-567.8202247191011
3837,2023-12-01 19:33:00,3.0,102,689,1,195000.0,141052.0,Computers,488.0,488.0,1753.6893203883494,103,51706.31067961165
3838,2023-04-25 16:00:00,5.0,126,421,1,24000.0,17991.0,Audio,488.0,488.0,389.0551181102362,127,5131.944881889764
3839,2023-12-19 14:40:00,4.0,120,394,1,1500.0,1029.0,Smartphones,992.3333333333334,992.3333333333334,1777.9787234042553,329,-2299.3120567375886
3840,2025-08-19 17:55:00,2.0,109,659,1,42000.0,31127.0,Computers,992.3333333333334,992.3333333333334,2025.0,90,7855.666666666666
3841,2023-12-31 14:26:00,7.0,136,239,1,2500.0,1606.0,Printers,488.0,488.0,1190.076923076923,195,-784.0769230769231
3842,2024-01-23 11:30:00,5.0,120,468,5,7500.0,1029.0,Smartphones,650.05,650.05,0.0,301,1704.95
3843,2023-12-04 14:37:00,1.0,121,733,5,4000.0,526.0,Smartphones,650.05,650.05,1777.9787234042553,329,-1058.0287234042553
3844,2023-02-28 20:47:00,2.0,119,606,2,5600.0,1695.0,Smartphones,488.0,488.0,1258.9655172413793,261,463.0344827586207
3845,2025-10-20 11:11:00,5.0,128,926,1,58000.0,37743.0,Cameras,541.75,541.75,1298.918918918919,37,18416.33108108108
3846,2024-04-13 09:38:00,1.0,137,362,5,11000.0,1422.0,Printers,650.05,650.05,819.364161849711,173,2420.585838150289
3847,2025-02-24 14:39:00,1.0,125,1044,2,9000.0,3086.0,Audio,488.0,488.0,0.0,119,2340.0
3848,2023-10-01 20:26:00,5.0,120,610,3,4500.0,1029.0,Smartphones,650.05,650.05,1183.7258687258686,259,-420.7758687258686
3849,2025-09-01 13:28:00,1.0,111,217,1,185000.0,117065.0,Smartphones,992.3333333333334,992.3333333333334,1079.5921450151056,331,65863.07452165156
3850,2023-11-20 13:24:00,2.0,120,1055,1,1500.0,1029.0,Smartphones,488.0,488.0,1262.457337883959,293,-1279.457337883959
3851,2025-01-24 18:06:00,1.0,137,1065,2,4400.0,1422.0,Printers,992.3333333333334,992.3333333333334,1524.4736842105262,171,-960.8070175438596
3852,2025-12-19 16:56:00,4.0,121,356,2,1600.0,526.0,Smartphones,488.0,488.0,1337.5384615384614,325,-1277.5384615384614
3853,2024-07-18 13:14:00,2.0,122,437,1,68000.0,43059.0,Audio,541.75,541.75,583.0851063829788,94,23816.16489361702
3854,2025-04-12 17:00:00,3.0,125,159,1,4500.0,3086.0,Audio,992.3333333333334,992.3333333333334,398.671875,128,22.99479166666663
3855,2023-02-19 19:07:00,8.0,118,1191,1,3500.0,2473.0,Smartphones,488.0,488.0,1258.9655172413793,261,-719.9655172413793
3856,2023-06-21 11:15:00,5.0,120,736,2,3000.0,1029.0,Smartphones,650.05,650.05,1044.3214285714287,280,-752.3714285714286
3857,2023-07-17 20:12:00,6.0,119,701,2,5600.0,1695.0,Smartphones,650.05,650.05,953.2681856187291,299,606.6818143812709
3858,2024-11-17 20:03:00,11.0,100,399,1,125000.0,87901.0,Computers,541.75,541.75,3593.3823529411766,68,32963.867647058825
3859,2025-11-01 09:45:00,2.0,120,816,1,1500.0,1029.0,Smartphones,541.75,541.75,1621.5697674418604,258,-1692.3197674418604
3860,2024-11-14 12:35:00,7.0,101,781,1,260000.0,167880.0,Computers,488.0,488.0,3593.3823529411766,68,88038.61764705883
3861,2024-11-08 20:47:00,10.0,108,59,1,48000.0,31082.0,Computers,488.0,488.0,3593.3823529411766,68,12836.617647058823
3862,2025-09-28 14:10:00,5.0,136,140,3,7500.0,1606.0,Printers,488.0,488.0,1052.0689655172414,203,1141.9310344827586
3863,2025-02-12 15:23:00,3.0,127,1072,1,9500.0,6907.0,Audio,488.0,488.0,0.0,119,2105.0
3864,2023-05-14 14:37:00,4.0,136,246,2,5000.0,1606.0,Printers,541.75,541.75,1447.8370786516855,178,-201.5870786516855
3865,2024-09-08 09:11:00,3.0,118,499,1,3500.0,2473.0,Smartphones,488.0,488.0,925.591054313099,313,-386.591054313099
3866,2023-04-30 11:01:00,1.0,131,1095,1,360000.0,218747.0,Cameras,488.0,488.0,2170.8,25,138594.2
3867,2023-02-13 15:35:00,1.0,137,91,1,2200.0,1422.0,Printers,488.0,488.0,1261.1612903225807,155,-971.1612903225807
3868,2024-01-20 15:12:00,4.0,121,1077,1,800.0,526.0,Smartphones,650.05,650.05,0.0,301,-376.04999999999995
3869,2024-03-02 10:49:00,4.0,119,583,1,2800.0,1695.0,Smartphones,488.0,488.0,1170.989010989011,273,-553.9890109890109
3870,2023-09-10 14:18:00,2.0,137,63,1,2200.0,1422.0,Printers,541.75,541.75,839.431279620853,211,-603.181279620853
3871,2025-04-02 13:12:00,12.0,125,64,2,9000.0,3086.0,Audio,488.0,488.0,398.671875,128,1941.328125
3872,2024-10-12 19:06:00,7.0,137,880,1,2200.0,1422.0,Printers,488.0,488.0,998.8439306358382,173,-708.8439306358382
3873,2025-06-19 11:05:00,7.0,124,869,1,48000.0,33033.0,Audio,488.0,488.0,264.75728155339806,103,14214.242718446601
3874,2025-11-07 18:49:00,4.0,121,273,2,1600.0,526.0,Smartphones,488.0,488.0,1621.5697674418604,258,-1561.5697674418604
3875,2023-09-16 17:40:00,6.0,133,638,1,45000.0,32905.0,Printers,541.75,541.75,839.431279620853,211,10713.818720379148
3876,2025-12-04 15:55:00,5.0,118,65,3,10500.0,2473.0,Smartphones,488.0,488.0,1337.5384615384614,325,1255.4615384615386
3877,2025-05-31 14:47:00,8.0,102,826,1,195000.0,141052.0,Computers,541.75,541.75,2438.2285714285717,75,50968.02142857143
3878,2023-08-16 13:53:00,12.0,121,1083,3,2400.0,526.0,Smartphones,992.3333333333334,992.3333333333334,1083.8709677419354,279,-1254.2043010752686
3879,2024-11-22 16:22:00,12.0,132,252,1,38000.0,23961.0,Printers,992.3333333333334,992.3333333333334,0.0,157,13046.666666666666
3880,2025-03-20 17:37:00,9.0,137,600,1,2200.0,1422.0,Printers,541.75,541.75,669.2957746478874,213,-433.04577464788736
3881,2024-06-18 11:19:00,5.0,106,1083,1,320000.0,198987.0,Computers,992.3333333333334,992.3333333333334,2041.6666666666667,81,117979.0
3882,2025-07-01 17:31:00,1.0,120,1132,3,4500.0,1029.0,Smartphones,541.75,541.75,1375.8510638297873,282,-504.60106382978734
3883,2023-05-21 12:41:00,11.0,125,8,3,13500.0,3086.0,Audio,488.0,488.0,418.06451612903226,124,3335.935483870968
3884,2025-07-19 20:50:00,5.0,114,997,1,75000.0,53367.0,Smartphones,488.0,488.0,1375.8510638297873,282,19769.14893617021
3885,2025-09-11 14:45:00,7.0,128,564,1,58000.0,37743.0,Cameras,992.3333333333334,992.3333333333334,1815.0,36,17449.666666666668
3886,2025-06-14 17:51:00,5.0,129,771,1,68000.0,46007.0,Cameras,488.0,488.0,1830.6,25,19674.4
3887,2024-09-01 17:57:00,7.0,126,694,1,24000.0,17991.0,Audio,488.0,488.0,212.14285714285714,140,5308.857142857143
3888,2024-08-31 09:48:00,8.0,121,228,2,1600.0,526.0,Smartphones,992.3333333333334,992.3333333333334,943.7986341059602,302,-1388.1319674392935
3889,2023-04-23 13:44:00,4.0,118,285,1,3500.0,2473.0,Smartphones,650.05,650.05,1542.621951219512,246,-1165.671951219512
3890,2023-03-28 19:48:00,4.0,120,632,1,1500.0,1029.0,Smartphones,488.0,488.0,931.9879518072289,249,-948.9879518072289
3891,2025-01-15 16:48:00,2.0,133,79,1,45000.0,32905.0,Printers,488.0,488.0,1524.4736842105262,171,10082.526315789473
3892,2024-04-25 16:29:00,10.0,119,1157,1,2800.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,1653.4710743801652,242,-1540.8044077134987
3893,2024-02-19 20:22:00,2.0,122,685,1,68000.0,43059.0,Audio,488.0,488.0,496.5652173913044,115,23956.434782608696
3894,2023-06-28 09:14:00,5.0,136,591,2,5000.0,1606.0,Printers,992.3333333333334,992.3333333333334,1482.5892857142858,168,-686.9226190476192
3895,2025-06-26 19:41:00,1.0,131,26,1,360000.0,218747.0,Cameras,488.0,488.0,1830.6,25,138934.4
3896,2023-05-11 19:20:00,6.0,118,543,1,3500.0,2473.0,Smartphones,541.75,541.75,650.1869158878504,321,-164.93691588785043
3897,2023-08-05 09:06:00,1.0,127,554,1,9500.0,6907.0,Audio,541.75,541.75,217.5,126,1833.75
3898,2023-07-13 09:07:00,12.0,128,489,1,58000.0,37743.0,Cameras,992.3333333333334,992.3333333333334,2225.4545454545455,33,17039.212121212124
3899,2023-06-08 20:48:00,6.0,134,629,1,28000.0,17855.0,Printers,541.75,541.75,1482.5892857142858,168,8120.660714285714
3900,2023-04-02 19:28:00,4.0,118,748,1,3500.0,2473.0,Smartphones,992.3333333333334,992.3333333333334,1542.621951219512,246,-1507.9552845528456
3901,2024-03-30 17:31:00,2.0,119,413,1,2800.0,1695.0,Smartphones,488.0,488.0,1170.989010989011,273,-553.9890109890109
3902,2025-01-06 09:01:00,7.0,112,363,1,38000.0,25796.0,Smartphones,992.3333333333334,992.3333333333334,695.7692307692307,299,10515.897435897436
3903,2025-11-19 09:37:00,1.0,137,1176,3,6600.0,1422.0,Printers,488.0,488.0,1233.0,165,613.0
3904,2025-01-08 09:50:00,7.0,121,1088,1,800.0,526.0,Smartphones,541.75,541.75,695.7692307692307,299,-963.5192307692307
3905,2023-04-16 09:28:00,3.0,100,283,1,125000.0,87901.0,Computers,488.0,488.0,2149.875,75,34461.125
3906,2024-12-17 20:18:00,3.0,136,1097,5,12500.0,1606.0,Printers,488.0,488.0,1616.590909090909,198,2365.409090909091
3907,2024-11-17 09:40:00,8.0,118,680,2,7000.0,2473.0,Smartphones,650.05,650.05,1701.774193548387,279,-297.82419354838703
3908,2025-03-31 15:13:00,9.0,133,1158,1,45000.0,32905.0,Printers,992.3333333333334,992.3333333333334,669.2957746478874,213,10433.370892018778
3909,2024-06-16 18:27:00,1.0,121,448,1,800.0,526.0,Smartphones,488.0,488.0,868.448275862069,261,-1082.4482758620688
3910,2023-07-09 10:01:00,1.0,137,203,5,11000.0,1422.0,Printers,992.3333333333334,992.3333333333334,1338.4943181818182,176,1559.1723484848483
3911,2024-12-20 20:52:00,7.0,122,1107,1,68000.0,43059.0,Audio,992.3333333333334,992.3333333333334,289.7770700636943,157,23658.889596602974
3912,2025-03-03 17:38:00,1.0,136,905,5,12500.0,1606.0,Printers,488.0,488.0,669.2957746478874,213,3312.7042253521126
3913,2023-04-04 14:29:00,6.0,126,492,1,24000.0,17991.0,Audio,992.3333333333334,992.3333333333334,389.0551181102362,127,4627.6115485564305
3914,2023-09-21 11:31:00,6.0,119,888,3,8400.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,1242.84375,320,1079.8229166666665
3915,2023-01-19 15:18:00,1.0,119,181,1,2800.0,1695.0,Smartphones,541.75,541.75,1019.9466192170819,281,-456.6966192170819
3916,2025-02-18 15:13:00,7.0,121,370,1,800.0,526.0,Smartphones,650.05,650.05,1538.8973384030419,263,-1914.9473384030418
3917,2025-11-14 14:11:00,8.0,101,1047,1,260000.0,167880.0,Computers,488.0,488.0,3214.0384615384614,78,88417.96153846153
3918,2025-11-16 10:01:00,4.0,136,811,1,2500.0,1606.0,Printers,992.3333333333334,992.3333333333334,1233.0,165,-1331.3333333333335
3919,2024-08-31 12:44:00,7.0,125,398,2,9000.0,3086.0,Audio,992.3333333333334,992.3333333333334,480.375,120,1355.2916666666665
3920,2024-11-21 17:21:00,5.0,121,988,5,4000.0,526.0,Smartphones,541.75,541.75,1701.774193548387,279,-873.5241935483871
3921,2023-02-04 15:33:00,4.0,120,116,2,3000.0,1029.0,Smartphones,992.3333333333334,992.3333333333334,1258.9655172413793,261,-1309.2988505747126
3922,2024-02-26 20:40:00,2.0,113,372,1,58000.0,37157.0,Smartphones,650.05,650.05,1371.3962264150944,265,18821.553773584907
3923,2024-01-30 10:52:00,7.0,137,145,1,2200.0,1422.0,Printers,488.0,488.0,1561.5548780487804,164,-1271.5548780487804
3924,2024-12-01 16:30:00,1.0,121,33,2,1600.0,526.0,Smartphones,488.0,488.0,1326.0857142857142,350,-1266.0857142857142
3925,2025-01-17 15:13:00,10.0,119,338,1,2800.0,1695.0,Smartphones,488.0,488.0,695.7692307692307,299,-78.76923076923072
3926,2023-07-29 20:11:00,8.0,119,2,2,5600.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,953.2681856187291,299,264.39848104793737
3927,2023-01-18 10:04:00,7.0,132,1028,1,38000.0,23961.0,Printers,488.0,488.0,1769.2105263157894,152,11781.78947368421
3928,2023-08-01 16:21:00,6.0,136,300,1,2500.0,1606.0,Printers,488.0,488.0,1014.7752808988764,178,-608.7752808988764
3929,2023-01-26 10:05:00,6.0,113,1100,1,58000.0,37157.0,Smartphones,488.0,488.0,1019.9466192170819,281,19335.05338078292
3930,2023-12-18 18:18:00,9.0,118,312,5,17500.0,2473.0,Smartphones,992.3333333333334,992.3333333333334,1777.9787234042553,329,2364.687943262412
3931,2023-09-13 10:10:00,3.0,118,84,1,3500.0,2473.0,Smartphones,488.0,488.0,1242.84375,320,-703.84375
3932,2023-12-12 19:23:00,6.0,119,402,1,2800.0,1695.0,Smartphones,488.0,488.0,1777.9787234042553,329,-1160.9787234042553
3933,2025-06-20 18:17:00,1.0,136,167,1,2500.0,1606.0,Printers,488.0,488.0,851.9254658385094,161,-445.92546583850935
3934,2023-03-10 15:06:00,9.0,124,769,1,48000.0,33033.0,Audio,488.0,488.0,267.78688524590166,122,14211.213114754099
3935,2024-12-03 11:15:00,8.0,136,454,2,5000.0,1606.0,Printers,488.0,488.0,1616.590909090909,198,-316.590909090909
3936,2025-01-17 13:25:00,3.0,107,1041,1,65000.0,40453.0,Computers,992.3333333333334,992.3333333333334,1822.5,82,21732.166666666668
3937,2025-02-07 18:43:00,10.0,132,436,1,38000.0,23961.0,Printers,488.0,488.0,1465.3636363636363,165,12085.636363636364
3938,2024-12-08 12:11:00,6.0,121,267,5,4000.0,526.0,Smartphones,541.75,541.75,1326.0857142857142,350,-497.8357142857142
3939,2025-05-06 11:54:00,6.0,119,603,2,5600.0,1695.0,Smartphones,650.05,650.05,659.0415335463259,313,900.9084664536741
3940,2025-09-13 13:41:00,7.0,102,492,1,195000.0,141052.0,Computers,992.3333333333334,992.3333333333334,1365.3092783505156,97,51590.35738831615
3941,2025-04-22 10:44:00,2.0,108,355,1,48000.0,31082.0,Computers,488.0,488.0,2015.5078125,80,14414.4921875
3942,2024-06-06 10:35:00,4.0,137,884,1,2200.0,1422.0,Printers,488.0,488.0,1146.6768292682927,164,-856.6768292682927
3943,2025-05-29 19:38:00,8.0,136,114,2,5000.0,1606.0,Printers,488.0,488.0,1511.8211920529802,151,-211.82119205298022
3944,2025-02-04 15:11:00,4.0,120,802,5,7500.0,1029.0,Smartphones,488.0,488.0,1538.8973384030419,263,328.1026615969581
3945,2025-01-06 10:22:00,3.0,125,903,3,13500.0,3086.0,Audio,488.0,488.0,447.3305084745763,118,3306.669491525424
3946,2024-07-03 19:01:00,1.0,120,413,2,3000.0,1029.0,Smartphones,488.0,488.0,1162.1134020618556,291,-708.1134020618556
3947,2023-04-17 19:37:00,7.0,136,493,1,2500.0,1606.0,Printers,488.0,488.0,1197.295081967213,183,-791.295081967213
3948,2024-11-25 14:41:00,1.0,110,1089,1,24000.0,15039.0,Computers,488.0,488.0,3593.3823529411766,68,4879.617647058823
3949,2024-06-04 10:25:00,12.0,128,873,1,58000.0,37743.0,Cameras,992.3333333333334,992.3333333333334,1838.7931034482758,29,17425.873563218393
3950,2023-11-01 15:57:00,1.0,136,569,1,2500.0,1606.0,Printers,992.3333333333334,992.3333333333334,1752.4038461538462,156,-1850.7371794871797
3951,2024-05-23 13:08:00,1.0,120,726,3,4500.0,1029.0,Smartphones,488.0,488.0,729.0,300,196.0
3952,2023-03-30 12:59:00,3.0,124,431,1,48000.0,33033.0,Audio,488.0,488.0,267.78688524590166,122,14211.213114754099
3953,2024-04-15 19:42:00,2.0,125,125,2,9000.0,3086.0,Audio,488.0,488.0,315.873786407767,103,2024.126213592233
3954,2025-07-10 19:28:00,1.0,137,407,2,4400.0,1422.0,Printers,650.05,650.05,920.9815950920246,163,-15.031595092024531
